著作id,出版著作名称,著作类别,ISBN号,编辑,出版时间,总字数（万字）,国家/地区,语种,出版社,全文地址,署名单位,归属二级单位编码,归属二级单位名称,其他署名单位,成员信息,校内成员账号
904,小儿肿瘤学,专著,9787306076151,,2022-12-01,17.1,,中文,中山大学出版社,,中山大学,59000.0,医学院,,张幸鼎（170059）、潘纪安（170060）、赵博（180113）、李昕（170181）、赵文学（170251）、蔡辉（200175）、黄佳国（210026）、邓俊杰（190504）、张波（053035）、郑永江（073068）、方烁（791334）、齐琳（197111）、彭小雪（180364）、张旭东（180237）、段方方（190208）、王中勇（ZH0479）、李淼（186489）、陈淑娜（239636）、刘雪琦（226527）、董朝霞（148018）、陈斯恺（21111059）、史远远（18110908）、郑莉媛（19110960）、阮倩（19214606）、麦芷莹（19214596）、邵欣荣（18214470）、房湉靓（19214621）、周迪生（20214724）、刘子譞（21214720）、剧飞儿（21214679）,170059、170060、180113、170181、170251、200175、210026、190504、180364、180237、190208
905,Faust-Ikonologie. Stoff und Figur in der Bildkultur des 19. Jahrhunderts,专著,978-3-476-05641-2,,2020-04-15,3.57,,外文,Metzler,,中山大学,15000.0,外国语学院,,ROHDE CARSTEN FRANK（180286）,180286
906,综合管廊工程,译著,9787114181337,,2023-02-01,57.8,,中文,人民交通出版社股份有限公司,,中山大学,76140.0,土木工程学院,,马保松（190178）,190178
907,萝峰村志,编著,9787218153902,,2022-10-01,44.36,,中文,广东人民出版社,,中山大学,11200.0,历史学系,,万毅（006763）,006763
908,生态水文学,编著,978-7-03-064551-7,,2020-06-01,338000.0,中国,中文,科学出版社,,中山大学,76140.0,土木工程学院,,刘梅先（200053）,200053
909,从生存的观点看,专著,978-7-100-18898-2,,2020-11-01,20.0,,中文,商务印书馆,,中山大学,11300.0,哲学系,,马天俊（110013）,110013
910,改革开放40年：医改政策与实践探索,编著,978-7-5454-7143-4,,2022-06-15,42.3,中国,中文,广东经济出版社,,中山大学,25000.0,马克思主义学院,,王晓晖（020158）,020158
911,大地构造学与中国古海洋演化,教材,978-7-306-07762-2,,2023-04-27,34.5,,中文,中山大学出版社,,中山大学,42000.0,海洋科学学院,,蔡周荣（120121）,120121
912,美国联邦税务法院估价判例,专著,978-7-5218-1625-9,,2020-07-31,41.0,中国,中文,经济科学出版社,,中山大学,12000.0,法学院（知识产权学院、中英国际海事法学院）,,杨小强（005758）,005758
913,财税法学（第四版）,教材,978-7-04-055878-4,,2021-04-04,63.0,中国,中文,高等教育出版社,,中山大学,12000.0,法学院（知识产权学院、中英国际海事法学院）,,杨小强（005758）,005758
914,"Dynamics, Gradient Dynamics, and Newton Iterations",专著,9781498753760,,2016-01-08,24.0,,外文,CRC Press,,中山大学,67000.0,计算机学院（软件学院）,,张雨浓（060009）、肖林（11110634）、肖争利（13213019）、毛明志（004190）,060009、004190
915,《第四次气候变化国家评估报告》第9章,专著,9787030727589,,2022-09-01,3.0,,中文,科学出版社,,其他,,,编委会,孙建奇、左志燕、杨崧（130001）、陈活泼、王涛、祝亚丽、蒋兴文、王子谦（190530）、魏维（200547）、何琼、司东,130001、190530、200547
916,中国北方地区极端气候的变化及成因,专著,9787502976613,,2022-04-01,20.0,,中文,气象出版社,,中山大学,74110.0,大气科学学院,,陈桂兴（150022）,150022
917,Gravity wave drag parameterizations for Earth’s atmosphere,专著,1119528992,卫俊宏,2022-03-03,2.1,美国,外文,American Geophysical Union,https://cora.nwra.com/~ckruse/GW_BookChapter.pdf,中山大学,74110.0,大气科学学院,,Christopher G. Kruse、Jadwiga H. Richter、M. Joan Alexander、Julio T. Bacmeister、Christopher Heale、卫俊宏（180176）,180176
918,宽带逆合成孔径雷达高分辨成像技术,专著,978-7-03-071930-0,,2022-10-15,27.6,,中文,科学出版社,,中山大学,76150.0,电子与通信工程学院,,田彪（200104）、刘洋、呼鹏江、吴文振,200104
919,《中美文化外交比较研究》,专著,978-7-80232-656-9,,2013-11-01,22.5,中国,中文,时事出版社,,中山大学,65000.0,国际关系学院,,张宇权（006886）,006886
920,面向未来的科技-2020重大科学问题和工程技术难题解读,专著,978-75046-8656-5/G.867,,2020-08-01,28.0,,,中国科学技术出版社,,中山大学,,,,杨建文（006383）,006383
921,《古兰经》比喻句研究（The Quranic Proverbs A Linguistic Study）,专著,9789774685682,,2013-09-19,0.0,,外文,埃及开罗文学出版社出版,,中山大学,,,,马妍哲（090105）,090105
922,城市旅游管理,教材,9787301265536,,2018-03-16,37.6,,中文,北京大学出版社,,中山大学,40000.0,旅游学院,,梁增贤（120265）,120265
923,价值教育合德性研究,专著,978-7-01-013071-2,,2014-08-01,26.0,,,人民出版社,,中山大学,,,,童建军（080110）、许文贤,080110
924,Imines: An Overview,专著,978-1-53616-007-9,,2019-02-01,6.0,美国,外文,"Nova Science Publishers, Inc.",,中山大学,,,,张建勇（060019）,060019
925,近代法国人之中国西南叙述,编著,97857507756883,,2019-06-01,20.0,,,学苑出版社,,中山大学,,,,郭丽娜（006120）,006120
926,东莞明代科举文化,专著,978-7-5010-5584-5,,2018-08-01,25.0,中国,中文,文物出版社,,中山大学,,,,李宁利（006254）、彭劲松,006254
927,中国新闻业年度观察报告2019,编著,978-7-5115-6202-9,,2019-10-02,37.0,,中文,人民日报出版社,,,,,,张志安、徐桂权（140226）,140226
928,大学科技园发展模式研究 以中山大学国家大学科技园为例,专著,978-7-306-06655-8,,2019-07-01,20.0,,中文,中山大学出版社,广州市新港西路,中山大学,,,,祁军（004633）,004633
929,健美负重训练,专著,978-7-306-06914-6,,2020-08-01,13.5,,中文,中山大学出版社,,中山大学,,,,刘一阳（140217）,140217
930,中大旅游评论2014,编著,9787306056818,,2016-05-01,27.5,中国,,中山大学出版社,,中山大学,,,,张骁鸣（060139）、孙九霞（050087）,060139、050087
931,生物学野外实践能力提高丛书3：黑石顶陆生脊椎动物图谱,教材,9787040399578,,2014-06-01,10.0,,,高等教育出版社,,中山大学,,,,王英勇、刘阳（120023）,120023
932,Just Freedom (韩语译本: Phillip Pettit),译著,9788935668069,,2019-02-25,21.6,韩国,外文,Hangil Publishing Co.,,中山大学,,,,Jun-Hyeok Kwak（160019）,160019
933,综合化学实验（第二版）,教材,ISBN：978-7-03-XXX,毛宗万,2020-01-10,42.0,中国,中文,科学出版社高等教育出版中心,,中山大学,,,,毛宗万（006091）、姜隆（060141）、张伟雄（120032）、乔正平（006634）、张艺（020108）、肖小华（050184）,006091、120032、006634、020108、050184
934,哲学分析教程,教材,9787520300902,,2018-03-28,34.5,中国,中文,中国社会科学出版社,,中山大学,,,,黄敏（050112）,050112
935,《中国图书馆史》(近代图书馆卷),专著,9787501361434,,2017-10-01,54.0,,中文,国家图书馆出版社,,中山大学,20000.0,信息管理学院,,程焕文（001372）、周旖（120238）、王蕾（050130）、张琦（080148）、李彭元,001372、120238
936,图说植物学野外实习指导,教材,978-7-306-05968-0,,2017-03-01,30.0,中国,中文,中山大学出版社,,中山大学,,,,廖文波（005302）、凡强（070144）、周仁超（060124）、刘蔚秋（005797）、石祥刚（030104）、张寿洲、刘莹（120212）、李春妹（139018）,005302、070144、060124、005797、120212
937,回心与转意——新时期中国美学的复苏（1978—1985）,专著,9787303783722,,2016-05-01,31.5,中国,中文,北京师范大学出版社,,中山大学,,,,罗成（110154）,110154
938,High‐Spin Molecules,专著,978-3-527-33953-2,,2016-11-04,21.86,,外文,Wiley,https://onlinelibrary.wiley.com/doi/book/10.1002/9783527694228,中山大学,,,,倪兆平（110011）、童明良（006533）,110011、006533
939,顾颉刚中山大学时期民俗学论集（中国语言文学文库·典藏文库）,编著,9787306064868,,2018-12-15,20.0,,中文,中山大学出版社,,中山大学,11100.0,中国语言文学系,,王霄冰（100051）,100051
940,国际企业战略管理,教材,978-7-04-051543-5,,2019-05-01,47.0,中国,中文,高等教育出版社,,中山大学,,,,符正平（004943）,004943
941,珠海历史文献与研究,编著,978-7-5201-8499-1,,2021-09-30,20.0,,,社会科学文献出版社,,中山大学,,,,赵立彬（005257）,005257
942,材料与工程力学实验指导书,教材,9787306056788,,2016-05-01,25.0,中国,中文,中山大学出版社,,中山大学,,,,黄建亮（040111）、陈海（006045）、穆翠玲（006710）,040111
943,影像背后2005-2014吕克·达内电影手记,译著,978-7-5760-0579-4,,2020-08-27,20.0,中国,中文,华东师范大学,,中山大学,,,,夏银平（006048）,006048
944,纳米孔材料化学,专著,978-7-03-037023-5,,2013-03-01,39.6,,,科学出版社,,中山大学,,,,张杰鹏（070026）、薛玮（129044）、陈小明（005041）,070026、005041
945,《中国营商环境报告》,编著,978-7-5201-4948-8,,2019-09-01,27.0,中国,中文,社会科学文献出版社,,中山大学,99132.0,粤港澳发展研究院,,徐现祥（040093）、林建浩（120291）、李小瑛（120250）,040093、120291、120250
946,电动汽车动力电池管理系统设计,专著,9787306040619,,2011-10-01,25.6,,中文,中山大学出版社,,中山大学,76160.0,智能工程学院,,谭晓军（050124）,050124
947,高原耕地定级研究与应用——以青海省为例,专著,9787030654229,,2020-06-01,11.0,,,科学出版社,,其他,,,无,胡月明、薛洪栓、任向宁、马占宏、孙孝林（130341）、彭朝冰,130341
948,Global Justice in East Asia,编著,978-0-367-28098-7,,2020-01-01,15.5,,,routledge,,中山大学,,,,谭安奎（050185）,050185
949,逻辑思维培养与SCI论文写作,专著,978-7-5337-8056-2,,2020-01-01,12.5,中国,中文,安徽科学技术出版社,,中山大学,,,,张晋昕（030031）、权晶晶（135506）,030031
950,健康管理服务业研究,专著,978-7-5141-9560-6,,2018-07-01,24.0,中国,中文,经济科学出版社,,中山大学,,,,黄奕祥（015250）,015250
951,Nanostructured Materials for Biomedical Applications,编著,9788178953977,,2009-04-01,6.0,新加坡,外文,Research Singpost,,中山大学,,,,易菊珍（030042）、张黎明,030042
952,知识产权法（汉英双语）,教材,9787307196179,,2017-08-01,51.9,中国,中文,武汉大学出版社,,中山大学,,,,李正华（005277）、李珊,005277
953,身份、国家与记忆：西南经验,专著,978-7-303-23209-3,,2018-03-20,16.0,,,北京师范大学出版社,,中山大学,,,,温春来（020117）,020117
954,新闻社会学（第二版）,译著,9787300281650,,2020-08-01,23.0,,中文,中国人民大学出版社,,中山大学,17000.0,新闻传播学院,,徐桂权（140226）,140226
955,嵌入式计算与机电一体化技术：基于pic32微控制器,译著,978-7-111-63736-3,李中华,2019-10-01,40.0,中国,中文,机械工业出版社,,中山大学,,,,李中华（050172）、黄近秋、徐德明,050172
956,工科普通化学,教材,978-7-122-36986-4,,2020-08-21,61.3,,,化学工业出版社,,中山大学,,,,宋树芹（060059）、杨建文（006383）,060059、006383
957,基于社区视角的生态旅游可持续发展研究*,编著,978-7-5680-4418-9,,2019-01-01,23.6,中国,中文,华中科技大学出版社,,中山大学,,,,刘静艳（006777）、王雅君、黄丹宇,006777
958,进化社会心理学：人性的深层探索,专著,978-7-5192-5389-9,,2019-09-01,39.6,中国,中文,世界图书出版公司,,中山大学,,,,朱新秤（006562）,006562
959,配位聚合物化学,专著,9787030607621,,2019-03-01,100.0,中国,中文,科学出版社,,中山大学,,,,张建勇（060019）,060019
960,现代遗传学教程（第3版）,教材,978-7-04-045775-9,贺竹梅,2017-02-15,76.0,中国,中文,高等教育出版社,,中山大学,,,,贺竹梅（006618）,006618
961,珠江三角洲典型基塘区土地生态风险评价及预警研究,编著,978-7-5200-0320-9,,2020-05-01,20.7,中国,,中国大地出版社,,中山大学,,,,叶长盛、董玉祥（005482）,005482
962,汉语佛学评论,编著,9787532590568,,2018-11-01,28.0,中国,中文,上海古籍出版社,,中山大学,,,,廖钦彬（150013）,150013
963,政治中的历史与幻觉,译著,978-7-214-17170-2,,2017-02-01,16.0,中国,中文,江苏人民出版社,,中山大学,,,,黎汉基（030149）,030149
964,生物人类学,专著,978-7-306-07014-2,,2021-05-15,100.0,,,中山大学出版社,,中山大学,,,,李法军（040095）,040095
965,黑石顶苔藓蕨类植物图谱,教材,978-7-04-041827-9,,2015-06-01,29.0,,,高等教育出版社,,,,,,刘蔚秋（005797）、石祥刚（030104）,005797
966,差异与类同——论比较哲学中的概念互诠,专著,978-7-5624-5753-4,,2010-12-01,15.6,中国,,重庆大学出版社,,中山大学,,,,刘玉宇（006534）,006534
967,Blockchain Intelligence,专著,978-981-15-2776-0,,2020-07-22,6.16,,外文,Springer,,中山大学,,,,郑子彬（140036）、Hong-Ning Dai、吴嘉婧（150149）,140036、150149
968,新英语教程.综合.4（第五版）,教材,ISBN 978-7-302-42475-8,,2017-06-01,38.4,,,清华大学出版社,,,,,,张文霞、谢芳、王哲（005979）、郑岩芳、李红满、曾春莲,005979
969,企业财务管理（第二版）,专著,978-7-301-31994-9,,2021-02-14,53.7,中国,中文,北京大学出版社,,中山大学,,,,刘娥平（001315）,001315
970,西方文学理论,教材,9787040501971,,2018-09-01,46.0,中国,中文,高等教育出版社,,中山大学,,,,罗成（110154）,110154
971,文化馆总分馆制研究,专著,978-7-5013-6539-5,,2019-08-01,33.0,,中文,国家图书馆出版社,,中山大学,20000.0,信息管理学院,,曹树金（004206）、韦景竹（060093）,060093
972,观音与神僧——中古宗教艺术与西域史论,专著,978-7-100-17282-0,,2019-07-01,43.0,中国,中文,商务印书馆,,中山大学,,,,姚崇新（006905）,006905
973,都市乡民的终结:新市民城市性积累与市民化,专著,9787030492715,,2016-06-30,26.0,中国,中文,科学出版社,,中山大学,,,,王兴周（005396）,005396
974,"Marxism, China and Globalization（revised edition）",专著,978-3-938880-84-5,,2019-11-04,10.0,德国,,Parodos Verlag,,中山大学,,,,徐长福（020126）,020126
975,词体正变观研究,专著,978-7-208-17064-3/H.121,,2021-07-26,55.0,,,上海人民出版社,,中山大学,,,,王卫星（180366）,180366
976,中国公共政策评论（第15卷）,编著,9787100170512,,2019-03-01,20.0,,,商务印务馆,,中山大学,,,,岳经纶（040072）、朱亚鹏（006398）,040072、006398
977,《阿拉伯语对中国回族语言的影响》（The Influence Of Arabic Language on Hui Et,专著,978977468601,,2014-08-08,0.0,,外文,埃及开罗文学出版社出版,,中山大学,,,,马妍哲（090105）,090105
978,月球表面哥白尼纪与水星表面柯伊伯纪的地质活动对比研究,专著,978-7-5625-2571-4,,2014-04-01,40.0,中国,,中国地质大学出版社,,其他,,,中国地质大学（武汉）,肖智勇（190225）,190225
