专家id,专家账号,专家姓名,职称,单位,一级学科,二级学科,三级学科,研究方向,论文,项目,知识产权,奖项,其他成果,已对接需求,团队id,category_id
6611,090060,江颖,教授,计算机学院（软件学院）,数学,计算数学,积分变换与积分方程数值方法,积分方程及其应用,700、5516、7393、8196、8197、20686、22273、24301、25221、29257、32668、32786、32975、41238、42497、44233、44477、46557,4887、6744、9470、14593、15886、18708、19309、21758、22334、22845、23167、25098、27058、27129、27827、28535、29637、29778、31370、33471、33520、35572、37461、37684、37793、49896、50120,,891、899、932、2858、2936,,,2071,136
6612,090108,曾昭式,教授,哲学系,哲学,逻辑学,逻辑史,中国逻辑史、因明、逻辑与文化,13188、16720、16721、16722、25159、29831、33401、34165、35809、35820、45330、45331、46673、46677,2134、2483、2674、8198、9396、10955、13642、16188、18525、20012、21000、21839、26172、31835、33088、35094、35113、35684、35695、39604、41304、43303,,1199、1214、6652、6791、8825,261、1608,,4342,119、117
6613,091022,夏梦,主治医师,附属第一医院,,,,妇科,548、14986、15095,10188、22786、24350、26765、27532、34062,,,,,3994,51
6614,724889,冼嘉韵,研究实习员,孙逸仙纪念医院,,,,无,,,,,,,4343,51
6615,724890,康晓文,医师,孙逸仙纪念医院,,,,无,,,,,,,4344,51
6616,724891,黄俊刚,医师,孙逸仙纪念医院,,,,无,16480,,,,,,4068,51
6617,130175,刘伟,副教授,哲学系,哲学,,,先秦儒学、汉代经学,21972、21973、32274、33248,9321、19569,,,,,4345,119
6618,130187,符文珊,研究实习员,外国语学院,,,,,,2181,,3442、4624、4780、5289,,,4346,78
6619,130263,吴一诺,副教授,药学院,药学,药物化学(包括天然药物化学等),,药物化学,8866、8897、9231、9235、9238、9240、9241、9242、9244、9246、9248、9253、9264、9267、9269、9274、9275、16036、16038、16042、27573、28422、28439、28491、28687、29061、29119、29452、30038、36851、36876、41139、41158、43426,844、1955、11299、12177、12627、12875、13058、13876、15218、15270、16209、16788、16790、18030、19200、20900、21521、21782、23461、25704、25955、27245,4707,,,5371,7203,45
6620,140055,谭柏轩,教授,物理与天文学院,天文学,天体物理学,高能天体物理学(包括天体核物理学),高能天体物理,10687、12352、14657、16584、16585、16586、16587、16588、16590、16595、16596、16597、16598、16599、22746、29289、29316、29644、31237、31414、31844、35695、35921、38906、39541、39717、40493、41330,3778、16123、17112、17127、21447,,,,,6646,138
6621,140217,刘一阳,副教授,体育部,体育科学,,,体育教育训练,,52137、52138,,4584、4852,790、1099,,4347,150
6622,141027,胡秋香,主管护师,附属第一医院,,,,急诊区,,,,,,,4348,51
6623,141138,周翔,医师,附属第一医院,,,,显微创伤手外科,4529,7793、10441、10516、17652、18984、21640、22184、25602,,,,,647,51
6624,141143,林健文,医师,附属第一医院,,,,特需三科,,,,,,,4349,51
6625,815550,徐桂银,主管护师,附属第一医院,,,,手术麻醉中心,,,,,,,4350,51
6626,815585,黄永青,副主任护师,附属第一医院,,,,神经科门诊,,37007,,,,,4351,51
6627,815627,李英,主管护师,附属第一医院,,,,手术麻醉中心,,32358、36557、36783,,,,,4352,51
6628,815660,甄毅贞,主管护师,附属第一医院,,,,外科门诊,,,,,,,4353,51
6629,815682,阮航,主管护师,附属第一医院,,,,静脉配置中心,,,,,,,4354,51
6630,815716,侯秋秀,副主任护师,附属第一医院,,,,血液内科一区,,,,,,,4355,51
6631,815722,刘燕红,主管护师,附属第一医院,,,,普内科,,,,,,,4356,51
6632,723504,陈思祺,医师,孙逸仙纪念医院,,,,无,,,,,,,4357,51
6633,083058,姜华,主治医师,附属第三医院,,,,无,,16957、22544、23892、28090、28581、31758、34151、34492、36515、37448、38801、40414、40609、41892、42169,,,,,4358,51
6634,815772,张爱琼,主管护师,附属第一医院,,,,神经二科（脑血管病专科）,,,,,,,4359,51
6635,815920,唐春苑,副主任护师,附属第一医院,,,,血净中心,,2449、4503,,,,,4360,51
6636,815923,李玉华,主管护师,附属第一医院,,,,皮肤科,,15428,,,,,4361,51
6637,815948,谢洁,副主任护师,附属第一医院,,,,手术麻醉中心,,,,,,,4362,51
6638,722789,褚玉国,研究实习员,孙逸仙纪念医院,,,,无,,9516、51601,,,,,4363,51
6639,110097,沈锐,助理研究员（高教系列）,岭南学院,,,,,,5726,,,,,4364,129
6640,111003,蔡常洁,教授,附属第一医院,,,,重症二科,452、2918、33101、44911、44915、45606,8746、19786、27528、27567、30457、48367,,,60,,1733,51
6641,111010,张盛洪,副主任医师,附属第一医院,,,,消化内科,558、774、14211、14272、15062、25805、30510、30567、44921,846、2341、3542、5194、8126、8965、10119、10564、14017、17671、17808、18173、18947、18950、18951、18958、20093、20770、22159、22172、22744、22902、23256、23397、25594、25606、25617、28070、29656、30412、31205、40802,,,,,4555,51
6642,004180,王尔新,讲师（高校）,党委组织部,,,,,,,,376、3432、4001、4644、4941、5024、6332、7285、8874,,,4365,144
6643,006861,林平,讲师（高校）,党委组织部,,,,,,14807、41709,,,,,4366,144
6644,006908,林瑛,讲师（高校）,化学工程与技术学院,,,,,,31346、31348、39729、41734、46515、46578,,,,,4367,41
6645,812022,肖颖,副教授,附属第一医院,,,,麻醉科,30838、35634,7794、32530、35932、36126、36197、36377、36776、42495、42581、43515、44008、45027,,,,,4368,51
6646,812024,周祎,主任医师,附属第一医院,临床医学,妇产科学,产科学,产科,33258、42525,1891、7807、13672、14746、22186、28710、30653、31612、34149、36428、36550、40566、46688、47101,,,,,7012,51
6647,812044,柳俊,主任医师,附属第一医院,,,,心内六科（CCU）,30939、36475,15902、15903、23968、25346、30111、30641、30735、33769、34467、35910、37376、44233、44237、45444,,,,,918,51
6648,812045,吴荣佩,副主任医师,附属第一医院,,,,泌尿外科,16730、38081,17638、19143、27643、30092、30411、34286、36271、36547、37426、40813、41127、42383、44240、44758、45019,,,,,4369,51
6649,812051,叶玉津,主任医师,附属第一医院,,,,风湿免疫科,608,2379、16909、22660、23311、23370、27634、28016、30109、32528、34293、35345、35716、36094、38711、40117、40561、41952、42067、42522、43506、44017、44226、45438,,,,,1733,51
6650,812053,徐艳文,教授,附属第一医院,,,,生殖医学中心,446、447、4514、4726、29858、39115,742、8911、9467、14669、15231、16318、20772、23013、26363、28710、29384、30430、30605、33367、36198、40164、41233、42148、42521、42720、43357、44757、45436、46411、47677、48017、48668,3211,,,,4399,51
6651,812122,孟君,主治医师,附属第一医院,,,,中医科,,25326、30673、30704、33404、33746、34433、34434、38591、41481、43711,,,,,4370,51
6652,812137,罗益锋,副主任医师,附属第一医院,,,,呼吸内科,3355、20082,10127、20276、22167、23398、23972、25297、36418、36541、38620、40109、42307、42527、44015,,,,,2538,51
6653,812156,冯慧宇,副主任医师,附属第一医院,,,,神经一科,491、492、7087、16326、32363,5331、8745、9475、15074、16987、17663、17727、28042、30423、33727、36096、40479、42465、44224、45018,,,,,4371,51
6654,812177,何瑶,教授,附属第一医院,,,,消化内科,506、774、25805、30567,17733、18947、25594、30456、33119、34061、36367、36395、45363、47678,,,,,4555,51
6655,812192,王楚怀,主任医师,附属第一医院,,,,康复医学科,475、482、505、507、508、596、597、598、600、2583、2584、2587、3529、3560、5129、6274、15094、15105、15107,799、6507、8745、11416、16292、17785、18285、25696、35344、38713、40112、44234、46414、47675、51043,50、6240,1906、1917,,,131,51
6656,050059,牛美丽,教授,政治与公共事务管理学院,管理学,,,公共财政与公共预算,4860、5347、5348、22011、27421、31875、37469、45370,6877、10932、12357、13604、13688、15862、22914、24545、26380、28732、29405、29474、29498、30956、31284、31520、31616、31617、32472、32492、35108、37149、37860、39851、39852、41009、41393、41418、41613、42330、42447、42949、43008、43605、44713、45066、46773、47129,,,1191、1376,73、75、896、1235、1623、1906、2391,2822,135
6657,050142,梁黎青,助理研究员（高教系列）,教务部,,,,,,12383、13448,,,,,4372,147
6658,051066,麦庆云,副教授,附属第一医院,,,,生殖医学中心,6260、44285,2772、9467、11150、14712、18491、23991、29876、30439、31164、37431、39808、40411、42388、42466、43894、44961、45432、45436,,,,,6621,51
6659,053053,曾祥丽,副主任医师,附属第三医院,,,,无,,6473、15103、18292、21628、28632、32527、35602、38105、39367、50986,,,,,4373,51
6660,162045,邱绮,医师,孙逸仙纪念医院,,,,无,,10446,,,,,4374,51
6661,153516,黄俊廷,医师,肿瘤防治中心（肿瘤医院、肿瘤研究所）,,,,无,637、15803、15804、15805、15821、15822、15823、15824、15830、15831、15832、15889、15890、15891、15892、15893、15894、15896、15897、15983,2594、13553,,,,,786,51
6662,153531,周健,主治医师,肿瘤防治中心（肿瘤医院、肿瘤研究所）,,,,无,309、7060、16557、16567、23858,6945、6996、22174、22656,,,,,5851,51
6663,153564,周峰,研究实习员,肿瘤防治中心（肿瘤医院、肿瘤研究所）,,,,无,6879、11500,,,,,,823,51
6664,154253,赵严冬,医师,附属第六医院,,,,无,2717、2719、5250,,,,,,2018,51
6665,120182,张纯波,研究实习员,医学院,预防医学与公共卫生学,,,,,,,5929、8571,,,4375,51
6666,120238,周旖,副教授,信息管理学院,图书馆、情报与文献学,,,文献文化遗产整理与保护，公共文化服务政策,7869、8125、8221、8222、9442、9443、26487、33337、33774、33804、45560,2048、8571、9627、10964、12337、12652、12802、13694、15981、16077、20066、20733、22943、24665、27115、29171、30239、31690、33306、34534、35671、36636、36810、37967、37972、39020、49611、50019、50111、50248、50288、50300、50390、50714、50810、51491、51492、51493、51494,,1950、2554、2595、2716、3684、4290、4711、5791、6019、6161、7552、8184、8511,1106、1310、1817、1896,1466、2851、2897、2898、3586、3980、4114、4395,4452,127、117、130
6667,120327,谢小燕,馆员（图书）,图书馆,图书馆、情报与文献学,图书馆学,图书馆管理学,信息资源管理,1301、1303、4011、15202、23481、23743、29670、33118、33864、46590,4018、6724、6749、11027、15611、17527、18555、24583、24667、26491、27126、29792、31416、52544,,,1166,1498、3061、3715,4452,147
6668,121030,张紫机,副主任医师,附属第一医院,,,,,392、398、534、14816、14945、14946、14947、14948、24252、25070、29383、29420、31246、35364、36328、37331,1890、5369、7416、7801、9787、13952、17656、18148、18924、18925、18974、20297、20325、20326、20769、21588、22175、22201、22606、22612、23257、23406、23989、24007、25331、25633、27288、27640、28034、28074、29663、51517,3920、6174,5741、5815、8562,,,4376,51
6669,820395,何嘉辉,主治医师,孙逸仙纪念医院,,,,无,,,,,,,4377,51
6670,812217,张焰,副主任医师,附属第一医院,,,,心内五科（心血管康复科）,,2564、3544、21917、22655、25259、25302、37376、37378、39082、40465、43742,,,,,4378,51
6671,812272,余深平,主任医师,附属第一医院,,,,放射诊断科,,10486、23383、31169、36345、38681、39332、40122、40548、45437、46332,,,,,4379,51
6672,070178,周昀,讲师（高校）,总务部,,,,,,14641、18737,,,,,4380,148
6673,071079,韩方海,教授,孙逸仙纪念医院,,,,无,233、13780、13783、25109、29795、30579、33122、33956、35610、39960、40673,4488、7734、10207、22063、27657、36170、40562、51070,,,,,823,51
6674,071260,甘世斌,副主任医师,附属第一医院,,,,眼科,,21942,,,,,4381,51
6675,071299,肖澍,主治医师,附属第一医院,,,,超声医学科,,,,,,,4382,51
6676,004695,邓少芝,教授,电子与信息工程学院（微电子学院）,电子与通信技术,电子技术,微电子学,微纳电子光子,2432、3020、3021、3022、6805、6834、6875、6876、8591、9297、9298、11116、11121、15685、15940、16275、16318、16548、16609、16610、16612、16614、16868、16870、16876、16878、16883、16884、16885、16903、16905、16906、16907、19659、19661、19662、19664、19734、19740、19744、19747、19748、19764、19786、20369、21497、21506、22543、22545、22973、22985、22986、24196、24229、24397、24644、24678、24689、24690、24705、24772、24781、25209、25423、25667、25837、26214、26459、26672、27026、27256、27453、27524、27536、27563、28789、28857、28945、29049、29063、29152、29157、29416、29725、29731、30123、30149、30222、30318、30479、30880、31024、31040、31130、31672、31765、31780、31982、32445、32567、32666、32737、32937、35421、35737、35815、35901、36496、36924、36963、37437、37520、37840、37967、38178、38366、38561、38655、38774、38819、38892、39154、39157、39297、39357、39555、39562、39577、39598、39671、39752、39755、39786、40372、40529、41035、41099、41126、41148、41212、41306、43995、43996、43997、44106、44108、44109、44883、44884、44885、44886、44887、44888、44889、44890、44891、44892、45003、45010、45022、45023、45228、45407、45412、45413、45414、45415、45416、45862、45863、45912、45913、45952、45974、45975、45979、45990、45998、46003、46004、46343、46366、46393、46408、46452、46467、46471、46477,638、943、7548、8064、8069、9454、9466、10003、10186、11098、11099、12942、13163、13177、13235、13607、15150、15600、15655、15757、17895、20120、21681、22891、24099、24270、24369、24423、26464、26669、27028、27383、29710、30613、31331、32135、32247、32427、32458、33052、33227、33362、35181、35250、37506、37952、38161、38235、38241、40759、41426、41595、41607、42010、43078、43095、43105、43119、43132、43150、43214、43333、43579、44171、44172、44496、46598、46604、46953、46974、46975、47007、47172、47234、47348、47512、47665、47736、47740、47782、47791、47804、48063、48193、48494、48495、48505、48515、48605、48642、48729、48747、48774、48797、51917、52615,131、566、575、636、1016、1020、1021、1022、1023、1024、1025、3891、3904、3907、3929、4028、4080、4201、4409、4625、5131、5416、5477、5588、5602、5650、5947、6012、6184、6239、6296,248、588、809、4412、4454、5303、5340、5994、6066、6069、6156、6259、6266、6615、7609、7713、8030、8203、8299,,999、3590、3607、4323,4383,20、62、23
