其他成果id,成果名称,成果类型,日期,归属二级单位名称,成员信息,校内成员账号
1564,系统解剖学实验指导,教材,2015-10-08,,周丽华（013009）、初国良（9210237）、周丽娜（731687）、姚伙生（013121）、徐达政（013107）、钟光明（109121）,013009
1565,我国国际收支调整及政策选择——基于人民币国际化和经济增长目标的研究,专著,2020-05-01,,王雪、陈平（004851）,004851
1566,高级法医学 第3版,教材,2021-03-30,中山医学院,赵虎（080019）、刘超、成建定（011079）、孙宏钰（012082）、罗斌（017121）、王小广（120234）、时燕薇（120295）、黄二文（140259）、叶小菁（160328）、乌日嘎（210569）、权力（090021）、吕德坚（017039）、刘水平（011064）,080019、012082、120234、120295、140259、160328、210569、090021、017039
1567,教育安全论--基于国家文化安全的视域,编著,2018-03-30,,罗希明、王仕民（005730）,005730
1568,体育教育教学改革与创新发展研究,专著,2019-08-08,体育部,武东海（040089）、曾亦斌,040089
1569,秦岭昆虫志.鞘翅目（一）,专著,2018-01-01,,贾凤龙（004965）,004965
1570,德性伦理生活化反思,专著,2020-10-06,,童建军（080110）,080110
1571,《总体与无限》（译著）,译著,2016-08-01,,朱刚（040123）,040123
1572,现代遗传学学习引导（第2版）,教材,2018-07-15,,贺竹梅（006618）、李刚（006868）、梁前进、程焉平,006618、006868
1573,新英语教程.听说教师用书.4（第五版）,教材,2017-04-01,,王哲（005979）、张文霞、郑岩芳、谢芳、陈贤文、李红满、曾春莲,005979
1574,《立法评论》第3卷,编著,2019-07-20,法学院（知识产权学院、中英国际海事法学院）,刘诚（050161）,050161
1575,汉剧史论稿,专著,2016-09-01,,陈志勇（130083）,130083
1576,基础化学实验,教材,2015-06-01,,肖小华（050184）,050184
1577,Beyond the Iron Rice Bowl - Regimes of Production and Industrial Relations in China,专著,2013-06-30,,罗斯琦（130161）、Boy Luethje,130161
1578,《现代生殖健康》,编著,2012-04-06,中山医学院,郭奕斌（011005）,011005
1579,进化保护遗传学,译著,2018-01-30,,王彪（146140）、刘阳（120023）,120023
1580,高级英语视听说（学生用书）,教材,2008-09-01,,王哲（005979）、李军军、原淑芳、陈慈、杜敏、廖益清、傅晓玲、张红霞,005979
1581,法医学,教材,2018-08-01,,赵虎（080019）,080019
1582,清季民初的学制、学堂与经学,专著,2019-01-31,,朱贞（180387）,180387
1583,中国运河志 城镇,编著,2019-09-01,,吴滔（050058）,050058
1584,药学导论,专著,2017-08-25,,潘昕（130321）,130321
1585,中国现当代小说专题史,教材,2020-04-01,,张均（020063）,020063
1586,HTML5交互动画开发实践教程,编著,2014-09-08,,杜晓荣（040012）、徐泳钧（10329071）、武汇岳（130150）,130150
1587,现代毒理学（modern toxicology）,教材,2018-05-01,,王庆（070163）,070163
1588,国际金融,教材,2019-09-01,,范小云、陈平（004851）、王道平、王伟（180395）,004851、180395
1589,药物筛选和成药性评价的基础与实践,教材,2019-01-01,药学院,皮荣标（030187）、李民（120047）、钟国平（013035）、邱玉文、李卓明（120280）、陈健文（014145）、陈江英（119143）、陈少锐（030074）,030187、120047、013035、120280、014145
1590,From Argument Schemes to Argumentative Relations in the Wild,编著,2019-10-01,,谢耘（110138）,110138
1591,State-Society Relations and Confucian Revivalism in Contemporary China,专著,2018-12-18,,庞琴（130289）,130289
1592,山海故人：明清浙江的海疆历史与海岛社会,专著,2020-09-01,,谢湜（090026）,090026
1593,Zhang-Gradient Control,专著,2020-12-01,,张雨浓（060009）、邱斌斌（207084）、李晓东（006891）,060009、006891
1594,她身之欲：珠三角流动人口社群特殊职业研究,专著,2016-05-23,社会学与人类学学院,丁瑜（120135）,120135
1595,合浦海丝研究系列（一）：历代文献中的合浦汉唐史料汇编,编著,2019-01-01,,向群（005605）、万毅（006763）、林英（005117）,005605、006763、005117
1596,张荫麟书评集,编著,2020-06-01,,李欣荣（120127）,120127
1597,中小企业传承与创新,编著,2018-11-01,,李新春（006107）、肖宵、马骏、赵勇,006107
1598,经济法（第六版）,教材,2020-05-01,,李正华（005277）,005277
1599,体育专业英语（第二版）,教材,2018-08-01,,何江海（004949）,004949
1600,非营利组织与社会整合研究,专著,2018-11-01,,黎熙元（004559）,004559
1601,信号处理与通信中的凸优化 : 从基础到应用,译著,2020-12-01,,陈翔（140060）、沈超,140060
1602,产前遗传病诊断,教材,2020-01-01,,方群（812164）、李偲（186409）,186409
1603,佛山慈善事业发展报告（2017）,专著,2018-06-01,,陈永杰（080071）,080071
1604,左传选读,编著,2015-11-01,,李南晖（006765）,006765
1605,旅游企业战略管理,教材,2017-07-01,,曾国军（050149）,050149
1606,"Harmful Algal Blooms in Coastal, Estuarine, and Offshore Waters. Coastal and Deep Ocean Pollution",编著,2020-03-22,,赵俊（160220）、艾彬（120120）、齐琳（190177）、黄微、马春雷（13319046）、徐晓苹（18213920）、刘嘉慧,160220、120120
1607,王夫之庄学思想通论——基于《船山全书》的研究》,专著,2020-10-20,哲学系（珠海）,邓联合（190179）,190179
1608,先秦逻辑新论,专著,2018-03-01,,曾昭式（090108）,090108
1609,肿瘤营养学,专著,2012-11-01,,石汉平、凌文华、李薇、王冬亮（110137）,110137
1610,法律逻辑研究,专著,2015-08-01,,雅普哈赫、谢耘（110138）,110138
1611,论故事新编小说中的主体介入,专著,2018-02-28,,朱崇科（050049）,050049
1612,信息资源共享（第二版）,教材,2016-04-10,,潘燕桃（004645）、程焕文（001372）、林明（006803）,004645、001372、006803
1613,卫生学,教材,2018-08-31,,肖勇梅（014042）,014042
1614,《全粤诗》（第二十一册）,编著,2017-05-01,,史洪权（070065）,070065
1615,现代毒理学,编著,2018-05-01,,何云（014062）、王庆、王以美、王金勇、石年、卢春风、史志诚、付立杰、印木泉、邢秀梅（120278）、毕勇毅、朱小年、朱心强、朱国英、任晓虎、向梦龙、庄志雄、刘云岗、刘汝青、刘建军、刘起展、刘晋袆、刘彩霞、汤乃军、阮红莲、纪卫东、李桦、李文学、李道传（190507）、李煌元、杨学琴、杨细飞、杨淋清、肖勇梅、吴思英、吴德生、何志妮、汪春红、张丽、张波、张文昌、张文娟、张勤丽、张锦周、陈华、陈卿、陈雯（050041）、陈燊、陈丽萍（130317）、武瑞琴、周志俊、周宗灿、赵鹏、赵晓红、郝卫东、胡恭华、钟才高、施昌宏、洪文旭、姚碧云、敖琳、袁建辉、夏菠、郭家彬、黄海燕、曹  佳、龚春梅、崔志鸿、章军、章征保、彭双清、蒋义国、蒋建军、程锦泉、童建、赛燕、魏雪涛,120278、190507、050041、130317
1616,英汉投射语言对比研究,专著,2019-12-01,,曾蕾（005820）,005820
1617,膳食花色苷与健康,专著,2014-03-01,,凌文华（016016）、郭红辉、王冬亮（110137）,110137
1618,区庄诗萃,专著,2017-08-01,,区鉷、雷艳妮（006725）,006725
1619,粤港澳大湾区发展研究报告,编著,2021-01-01,,黎熙元（004559）,004559
1620,长安与罗马——公元前后三世纪欧亚大陆东西帝国的双城记,专著,2016-11-01,,周繁文（120243）,120243
1621,新英语教程.听说.4（第五版）,教材,2017-04-01,,王哲（005979）、张文霞、郑岩芳、谢芳、陈贤文、李红满、曾春莲,005979
1622,视觉手势用户界面：理论、方法和应用,专著,2019-10-08,,武汇岳（130150）,130150
1623,研究,专著,2020-02-02,,甘德秀（014193）、王婷（120093）,014193、120093
1624,《韩礼德研究》,专著,2022-05-01,外国语学院,丁建新（020131）,020131
1625,泽惠翰林 德铭千秋  1978－2014年中山大学受赠建筑集萃,编著,2014-10-10,,吕雅璐（003777）、姚明基（003387）、伍志勇（019710）,003777
1626,战略品牌管理,译著,2020-09-24,,何云（006714）,006714
1627,走向实践智慧——探寻实践哲学的新进路,专著,2020-08-01,,徐长福（020126）,020126
1628,中山大学图书馆藏域外汉籍丛刊,编著,2014-10-01,,王蕾（050130）,050130
1629,建筑与房地产增值税法国际比较,专著,2014-05-01,,杨小强（005758）,005758
1630,《生理学学习精要》,编著,2020-10-01,中山医学院,王庭槐（011096）、郭瑞鲜（012076）,012076
1631,生命的延续：器官移植的全球语境与地方实践,专著,2017-08-01,,余成普（110176）,110176
1632,反应堆安全分析及事故的处置(参考堆型1300MWe）,编著,2018-06-01,,王彪（040058）、张纯禹（120014）,040058、120014
1633,中国企业反舞弊调查报告（2019）,编著,2020-08-01,,林斌（006471）,006471
1634,Cities of Dragons and Elephants,专著,2019-10-15,,张莉（130231）,130231
1635,京都大学藏钞本水经注疏,编著,2010-12-01,,李南晖（006765）,006765
1636,东亚传统与现代哲学中的自我与个人2,译著,2015-12-01,,大桥良介、田口茂、廖钦彬（150013）、刘家瑜,150013
1637,Contaminants of Emerging Concern in Water and Wastewater,专著,2019-10-01,,郭恺恒、吴梓昊、方晶云（130003）,130003
1638,药理学,教材,2018-06-01,,陶亮（050053）,050053
1639,实用韩国语语法（下）,教材,2020-09-30,,章文怡（180322）,180322
1640,信息经济学（第四版）,教材,2019-06-01,,谢康（002048）、肖静华（004763）,002048、004763
1641,澳新军团中的华裔军人,译著,2019-12-01,,潘一宁（004076）、费晟（120247）,120247
1642,卫生检验检疫实验教程：卫生理化检验分册（供卫生检验与检疫专业用）,教材,2015-03-01,,高蓉、徐向东、邹晓莉、肖琴（070162）,070162
1643,日语格助词的偏误研究（下）,编著,2018-08-01,,徐爱红（020166）,020166
1644,物理化学经典习题及解答,教材,2018-12-10,,瞿俊雄（006736）、刘鹏（006904）、童叶翔（004175）,006736、006904、004175
1645,A Brief Introduction to the Study of Human Nature,译著,2020-09-30,,梅谦立（060178）、潘大为（120141）,060178、120141
1646,2014年中文古籍整理与版本目录学国际学术研讨会论文集,编著,2015-10-07,,王蕾（050130）,050130
1647,田基黄基于多学科组合技术的研究,专著,2020-06-01,,苏薇薇（006654）、王永刚（020144）、姚宏亮（167219）、李沛波（040101）、刘孟华（07110449）、彭维（069063）,006654、020144、040101
1648,中国新诗读本,教材,2016-04-01,,陈希（020081）,020081
1649,洪耀勋文献选輯,编著,2019-08-01,哲学系,廖钦彬（150013）,150013
1650,《认识地球》,编著,2018-06-15,,林文实（006077）,006077
1651,《威廉·华兹华斯传》,译著,2020-11-01,外国语学院,朱玉（150165）,150165
1652,新时代高校运动训练理念分析与实践探索,编著,2018-06-01,,张晓宇（006382）,006382
1653,柚皮苷非临床药代动力学研究,专著,2020-10-12,,苏薇薇（006654）、杨翠平、刘孟华（07110449）、邹威、彭维（069063）,006654
1654,"Contemporary Case Studies on Fashion Production, Marketing and Operations",编著,2018-01-01,管理学院（创业学院）,赵俊雄（120030）,120030
1655,风土——人间学的考察,译著,2017-11-30,,朱坤容（120290）,120290
1656,日本哲学与跨文化哲学,译著,2020-10-15,,廖钦彬（150013）,150013
1657,21世纪大学英语应用型视听说教程教学参考书（第四版）3,教材,2018-06-17,,徐小云（012090）,012090
1658,医学统计学学习指导及习题集,编著,2016-03-01,,毕育学、尚磊、李强、陈雯（130278）、赵亚玲、邹莉玲、易洪刚、侯艳、陶丽新、刘启贵、朱彩蓉、郝元涛、安胜利、王乐三、刘岭、王霞、杨土保、赵春妮、李长平、李婵娟、王淑康、彭斌、何倩、蒋红卫,130278
1659,纳米材料热电性能的第一性原理计算,专著,2019-04-01,,吕树申（020128）、王晓明、陈楷炫,020128
1660,中国城市政府公共服务能力评估报告,编著,2013-06-30,,何艳玲（006669）、陈琤（120193）、叶林（100018）、蒋绚（140151）、陈那波（070101）,120193、100018
1661,国际公法学,教材,2018-08-20,,曾令良、江国青、周忠海、黄瑶（005020）,005020
1662,深圳市田头山自然保护区动植物资源考察及保护规划,专著,2017-03-01,,凡强（070144）、刘海军、刘蔚秋（005797）、孙红斌、曾曙才、廖文波（005302）,070144、005797、005302
1663,新闻英语视听说（第四版）,教材,2019-11-01,,王哲（005979）、郭曼（180317）、陈慈（005064）、李继红（006384）、杨正刚（119237）、谢芳（180319）、齐金鑫（180320）、徐辉（129235）、李军军（006392）,005979、180317、005064、180319、180320、006392
1664,中国城市贫困的空间分异研究,专著,2014-03-01,,袁媛（020022）,020022
1665,中国古代文体学论著集目(1900-2014),编著,2016-04-01,,李南晖（006765）,006765
1666,老年护理学（第3版）,教材,2012-08-20,,化前珍、颜君（019608）,019608
1667,变化环境下复杂网河区水资源系统响应与安全调控,专著,2018-10-01,,刘丙军（050160）,050160
1668,2017年广州市未成年人阅读年度报告,专著,2017-12-01,,潘燕桃（004645）、肖鹏（190516）、唐琼（110170）、吴翠红、彭嗣禹（09385050）,004645、190516、110170
1669,高等教育、区域创新与经济增长：粤港澳大湾区建设中大学的角色与作用高端访谈,专著,2020-10-20,粤港澳发展研究院,许长青（060104）、黄玉梅,060104
